"modell","inverkehrssetzung","fahrzeugart","aussenfarbe","kilometer","getriebeart","antrieb","treibstoff","tueren","sitze","innenfarbe","hubrauminccm","zylinder","leistunginps","leergewicht","verbrauch","co2.emission","energieeffizienz","abmfk","garantie","preis"
"VW Passat 1.8 TSI Value(Kombi)","12-2010","Occasion","silber","13'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1798,4,160,"1527 kg",NA,"174 g/km","D",TRUE,"12 Monate","CHF 28'500.- "
"VW Passat 1.8 TSI Value(Kombi)","12-2010","Occasion","grau","31'950 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1798,4,160,"1527 kg",NA,"174 g/km","D",FALSE,"12 Monate","CHF 27'500.- "
"VW Passat 1.8 TSI Value(Kombi)","07-2010","Occasion","grau","33'300 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1798,4,160,"1527 kg",NA,"174 g/km","D",FALSE,"0 Monate","CHF 28'900.- "
"VW Passat 1.8 TSI Value(Kombi)","07-2010","Occasion","grau","25'011 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1798,4,160,"1527 kg",NA,"174 g/km","D",FALSE,"0 Monate","CHF 28'750.- "
"VW Passat 1.8 TSI Value(Kombi)","12-2010","Occasion","schwarz","28'900 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1798,4,160,"1527 kg",NA,"174 g/km","D",FALSE,"12 Monate","CHF 26'900.- "
"VW Passat 1.8 T Trend(Kombi)","03-2000","Occasion","silber","158'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'300.- "
"VW Passat 1.8 T Trend(Kombi)","02-1998","Occasion","gruen","187'400 km","Automat","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 5'500.- "
"VW Passat 1.8 T Trend(Kombi)","08-2001","Occasion","anthrazit","195'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"12 Monate","CHF 5'900.- "
"VW Passat 1.8 T Trend(Kombi)","01-2000","Occasion","blau","275'300 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,150,"1423 kg","8.4 l/100km",NA,NA,FALSE,"0 Monate","CHF 2'100.- "
"VW Passat 1.8 T Trend(Kombi)","09-1998","Occasion","rot","160'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'900.- "
"VW Passat 1.8 T Trend(Kombi)","03-2002","Occasion","silber","131'200 km","Automat","Vorderradantrieb","Benzin",5,5,NA,1781,4,150,"1637 kg","9.8 l/100km","235 g/km","G",TRUE,"3 Monate","CHF 10'700.- "
"VW Passat 1.8 T Trend(Kombi)","12-2001","Occasion","schwarz","253'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"0 Monate","CHF 4'850.- "
"VW Passat 1.8 T Trend(Kombi)","09-2001","Occasion","silber","130'600 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"0 Monate","CHF 8'700.- "
"VW Passat 1.8 T Trend(Kombi)","03-2004","Occasion","gruen","157'800 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",FALSE,"3 Monate","CHF 12'850.- "
"VW Passat 1.8 T Trend(Kombi)","04-1999","Occasion","blau","137'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,FALSE,"3 Monate","CHF 7'900.- "
"VW Passat 1.8 T Trend(Kombi)","07-1999","Occasion","silber","98'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'500.- "
"VW Passat 1.8 T Trend(Kombi)","05-1999","Occasion","schwarz","140'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 5'800.- "
"VW Passat 1.8 T Trend(Kombi)","05-2001","Occasion","grau","200'000 km","Automat","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"3 Monate","CHF 6'500.- "
"VW Passat 1.8 T Trend(Kombi)","08-2001","Occasion","silber","99'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"12 Monate","CHF 12'900.- "
"VW Passat 1.8 T Trend(Kombi)","10-1999","Occasion","gruen","173'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"beige",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"1 Monate","CHF 6'900.- "
"VW Passat 1.8 T Trend(Kombi)","08-2002","Occasion","schwarz","206'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"beige",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,FALSE,"0 Monate","CHF 2'800.- "
"VW Passat 1.8 T Trend(Kombi)","08-1998","Occasion","blau","175'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'900.- "
"VW Passat 1.8 T Trend(Kombi)","08-2000","Occasion","silber","121'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"3 Monate","CHF 9'300.- "
"VW Passat 1.8 T Trend(Kombi)","11-1998","Occasion","schwarz","120'000 km","Automat","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'900.- "
"VW Passat 1.8 T Trend(Kombi)","04-1999","Occasion","blau","147'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,150,"1423 kg","8.4 l/100km",NA,NA,TRUE,"12 Monate","CHF 5'900.- "
"VW Passat 1.8 T Trend(Kombi)","06-2001","Occasion","schwarz","150'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"0 Monate","CHF 6'900.- "
"VW Passat 1.8 T Trend(Kombi)","12-2001","Occasion","blau","106'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1576 kg","8.4 l/100km","202 g/km","E",TRUE,"0 Monate","CHF 10'800.- "
"VW Passat 1.8 T Trend(Kombi)","03-2001","Occasion","silber","206'150 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,150,"1576 kg","8.6 l/100km","206 g/km","E",FALSE,"0 Monate","CHF 6'800.- "
"VW Passat 1.8 T Trend(Kombi)","05-1999","Occasion","blau","156'500 km","Automat","Vorderradantrieb","Benzin",5,5,"blau",1781,4,150,"1423 kg","9.4 l/100km",NA,NA,TRUE,"0 Monate","CHF 7'900.- "
"VW Passat 1.8 T Trend(Kombi)","12-2002","Occasion","grau","167'700 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,150,"1637 kg","9.8 l/100km","235 g/km","G",TRUE,"0 Monate","CHF 12'900.- "
"VW Passat 1.9 TDI(Kombi)","05-2003","Occasion","blau","223'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1896,4,101,"1611 kg","5.6 l/100km","151 g/km","A",FALSE,"0 Monate","CHF 4'900.- "
"VW Passat 1.9 TDI(Kombi)","12-2003","Occasion","rot","131'900 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,101,"1624 kg","6.8 l/100km","189 g/km","D",TRUE,"12 Monate","CHF 9'900.- "
"VW Passat 1.9 TDI(Kombi)","12-2004","Occasion","weiss","148'000 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 6'900.- "
"VW Passat 1.9 TDI(Kombi)","02-2004","Occasion","silber","197'000 km","Automat","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,101,"1624 kg","7 l/100km","189 g/km","D",FALSE,"0 Monate","CHF 7'800.- "
"VW Passat 1.9 TDI(Kombi)","01-2003","Occasion","grau","161'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"blau",1896,4,130,"1627 kg","6 l/100km","162 g/km","B",FALSE,"0 Monate","CHF 8'900.- "
"VW Passat 1.9 TDI(Kombi)","07-2002","Occasion","grau","212'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"braun",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"0 Monate","CHF 5'300.- "
"VW Passat 1.9 TDI(Kombi)","02-2004","Occasion","grau","300'000 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,101,"1624 kg","7 l/100km","189 g/km","D",FALSE,"0 Monate","CHF 5'000.- "
"VW Passat 1.9 TDI(Kombi)","06-2003","Occasion","silber","223'400 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 6'800.- "
"VW Passat 1.9 TDI(Kombi)","05-2002","Occasion","grau","139'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"3 Monate","CHF 12'800.- "
"VW Passat 1.9 TDI(Kombi)","11-2004","Occasion","grau","174'000 km","Automat","Vorderradantrieb","Diesel",5,5,"grau",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",TRUE,"12 Monate","CHF 8'900.- "
"VW Passat 1.9 TDI 4M. (Kombi)","01-2005","Occasion","grau","100'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"0 Monate","CHF 13'900.- "
"VW Passat 1.9 TDI 4M.Comfort(Kombi)","09-2004","Occasion","anthrazit","123'000 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"3 Monate","CHF 13'200.- "
"VW Passat 1.9 TDI 4M.Comfort(Kombi)","01-2003","Occasion","schwarz","268'000 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",FALSE,"0 Monate","CHF 5'900.- "
"VW Passat 1.9 TDI 4M.Comfort(Kombi)","10-2005","Occasion","anthrazit","167'500 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"0 Monate","CHF 12'900.- "
"VW Passat 1.9 TDI 4M.Comfort(Kombi)","07-2001","Occasion","blau","132'000 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"1 Monate","CHF 12'800.- "
"VW Passat 1.9 TDI 4M.Comfort(Kombi)","10-2005","Occasion","grau","148'000 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"3 Monate","CHF 15'900.- "
"VW Passat 1.9 TDI 4M. Excl. (Kombi)","07-2004","Occasion","silber","52'500 km","Handschaltung","Allrad","Diesel",5,5,"blau",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"12 Monate","CHF 17'900.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","01-2005","Occasion","silber","152'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",FALSE,"0 Monate","CHF 13'900.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","07-2001","Occasion","blau","235'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",FALSE,"0 Monate","CHF 3'900.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","11-2004","Occasion","weiss","163'000 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"3 Monate","CHF 14'700.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","10-2003","Occasion","silber","196'200 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.4 l/100km","178 g/km","B",FALSE,"0 Monate","CHF 11'500.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","08-2002","Occasion","blau","101'800 km","Handschaltung","Allrad","Diesel",5,5,NA,1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",FALSE,"3 Monate","CHF 17'500.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","09-2003","Occasion","schwarz","179'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"12 Monate","CHF 9'900.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","05-2003","Occasion","grau","164'800 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"0 Monate","CHF 10'900.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","07-2003","Occasion","grau","103'000 km","Handschaltung","Allrad","Diesel",5,5,"grau",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"0 Monate","CHF 13'500.- "
"VW Passat 1.9 TDI 4M. High(Kombi)","05-2001","Occasion","silber","154'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"3 Monate","CHF 14'800.- "
"VW Passat 1.9 TDI 4M. Trend(Kombi)","07-2005","Occasion","silber","206'100 km","Handschaltung","Allrad","Diesel",5,5,"grau",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",TRUE,"3 Monate","CHF 10'800.- "
"VW Passat 1.9 TDI 4M. Trend(Kombi)","11-2001","Occasion","blau","122'000 km","Handschaltung","Allrad","Diesel",5,5,NA,1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",FALSE,"0 Monate","CHF 16'800.- "
"VW Passat 1.9 TDI 4M. Trend(Kombi)","02-2004","Occasion","silber","145'500 km","Handschaltung","Allrad","Diesel",5,5,"anthrazit",1896,4,130,"1735 kg","6.5 l/100km","176 g/km","C",FALSE,"0 Monate","CHF 11'990.- "
"VW Passat 1.9 TDI BlueMotion(Kombi)","02-2008","Occasion","blau","188'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,105,"1552 kg","5.2 l/100km","137 g/km","A",FALSE,"0 Monate","CHF 12'600.- "
"VW Passat 1.9 TDI BlueMotion(Kombi)","09-2008","Occasion","grau","39'600 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1896,4,105,"1552 kg","5.2 l/100km","137 g/km","A",TRUE,"12 Monate","CHF 26'900.- "
"VW Passat 1.9 TDI BlueMotion(Kombi)","06-2008","Occasion","grau","70'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1552 kg","5.2 l/100km","137 g/km","A",FALSE,"12 Monate","CHF 21'900.- "
"VW Passat 1.9 TDI BlueMotion(Kombi)","01-2008","Occasion","silber","169'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,105,"1552 kg","5.2 l/100km","137 g/km","A",TRUE,"3 Monate","CHF 15'900.- "
"VW Passat 1.9 TDI Comf.sync. (Kombi)","05-1998","Occasion","rot","241'000 km","Handschaltung","Allrad","Diesel",5,5,"beige",1896,4,110,"1500 kg","6 l/100km",NA,NA,TRUE,"0 Monate","CHF 5'900.- "
"VW Passat 1.9 TDI Comf.sync. (Kombi)","06-1999","Occasion","blau","125'000 km","Handschaltung","Allrad","Diesel",5,5,"grau",1896,4,110,"1500 kg","6 l/100km",NA,NA,TRUE,"0 Monate","CHF 8'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","12-1999","Occasion","blau","180'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,115,NA,NA,NA,NA,FALSE,"3 Monate","CHF 7'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","03-2004","Occasion","grau","186'800 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",FALSE,"0 Monate","CHF 8'600.- "
"VW Passat 1.9 TDI Comfort(Kombi)","11-2006","Occasion","grau","128'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",TRUE,"0 Monate","CHF 14'000.- "
"VW Passat 1.9 TDI Comfort(Kombi)","05-2007","Occasion","schwarz","177'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.8 l/100km","157 g/km","B",TRUE,"0 Monate","CHF 13'500.- "
"VW Passat 1.9 TDI Comfort(Kombi)","05-2007","Occasion","schwarz","140'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",TRUE,"0 Monate","CHF 13'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","04-2006","Occasion","grau","190'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,105,"1565 kg","5.8 l/100km","157 g/km","B",TRUE,"1 Monate","CHF 10'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","07-2007","Occasion","schwarz","93'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",TRUE,"24 Monate","CHF 17'888.- "
"VW Passat 1.9 TDI Comfort(Kombi)","03-2003",NA,"grau","284'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",FALSE,"0 Monate","CHF 5'200.- "
"VW Passat 1.9 TDI Comfort(Kombi)","02-1998","Occasion","gruen","181'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,110,"1415 kg","5.5 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","06-2002","Occasion","silber","196'200 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 6'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","03-2005","Occasion","silber","170'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"3 Monate","CHF 13'250.- "
"VW Passat 1.9 TDI Comfort(Kombi)","06-2003","Occasion","silber","145'000 km","Automat","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 12'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","10-2005","Occasion","schwarz","176'400 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.8 l/100km","157 g/km","B",TRUE,"3 Monate","CHF 17'980.- "
"VW Passat 1.9 TDI Comfort(Kombi)","11-2003","Occasion","weiss","263'500 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",FALSE,"0 Monate","CHF 5'100.- "
"VW Passat 1.9 TDI Comfort(Kombi)","12-1998","Occasion","schwarz","357'000 km","Automat","Vorderradantrieb","Diesel",5,5,NA,1896,4,110,"1415 kg","5.5 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","03-2007","Occasion","schwarz","33'700 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",FALSE,"4 Monate","CHF 25'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","05-2005","Occasion","blau","173'500 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,101,"1624 kg","7 l/100km","189 g/km","D",FALSE,"0 Monate","CHF 13'800.- "
"VW Passat 1.9 TDI Comfort(Kombi)","06-2007","Occasion","schwarz","178'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.8 l/100km","157 g/km","B",TRUE,"0 Monate","CHF 13'500.- "
"VW Passat 1.9 TDI Comfort(Kombi)","04-2003","Occasion","weiss","219'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",FALSE,"0 Monate","CHF 4'600.- "
"VW Passat 1.9 TDI Comfort(Kombi)","01-2007","Occasion","blau","104'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",TRUE,"0 Monate","CHF 19'500.- "
"VW Passat 1.9 TDI Comfort(Kombi)","05-2007","Occasion","blau","83'878 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",TRUE,"12 Monate","CHF 17'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","06-2002","Occasion","grau","175'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"12 Monate","CHF 7'800.- "
"VW Passat 1.9 TDI Comfort(Kombi)","12-2004","Occasion","grau","294'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",FALSE,"0 Monate","CHF 5'400.- "
"VW Passat 1.9 TDI Comfort(Kombi)","12-2003","Occasion","grau","175'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"0 Monate","CHF 7'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","02-2003","Occasion","weiss","232'800 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 6'500.- "
"VW Passat 1.9 TDI Comfort(Kombi)","08-2008","Occasion","grau","47'164 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1896,4,105,"1565 kg","5.8 l/100km","157 g/km","B",FALSE,"0 Monate","CHF 23'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","01-2007","Occasion","silber","133'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"grau",1896,4,105,"1565 kg","5.9 l/100km","159 g/km","B",TRUE,"12 Monate","CHF 14'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","12-2001","Occasion","blau","266'000 km","Automat","Vorderradantrieb","Diesel",5,5,"grau",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 3'200.- "
"VW Passat 1.9 TDI Comfort(Kombi)","07-2003","Occasion","grau","188'000 km","Automat","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",TRUE,"3 Monate","CHF 9'800.- "
"VW Passat 1.9 TDI Comfort(Kombi)","02-2005","Occasion","anthrazit","168'000 km","Automat","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",TRUE,"12 Monate","CHF 11'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","05-2003","Occasion","silber","112'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,130,"1627 kg","5.8 l/100km","162 g/km","B",FALSE,"0 Monate","CHF 10'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","03-2005","Occasion","silber","140'515 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1896,4,101,"1611 kg","5.6 l/100km","151 g/km","A",TRUE,"0 Monate","CHF 14'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","06-1998","Occasion","gruen","94'000 km","Automat","Vorderradantrieb","Diesel",5,5,"grau",1896,4,110,"1415 kg","5.5 l/100km",NA,NA,TRUE,"12 Monate","CHF 11'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","10-2002","Occasion","anthrazit","182'700 km","Automat","Vorderradantrieb","Diesel",5,5,NA,1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",FALSE,"0 Monate","CHF 6'500.- "
"VW Passat 1.9 TDI Comfort(Kombi)","09-2001","Occasion","anthrazit","209'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"0 Monate","CHF 4'200.- "
"VW Passat 1.9 TDI Comfort(Kombi)","01-2005","Occasion","beige","159'000 km","Automat","Vorderradantrieb","Diesel",5,5,"beige",1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",TRUE,"2 Monate","CHF 13'900.- "
"VW Passat 1.9 TDI Comfort(Kombi)","05-2005","Occasion","schwarz","165'000 km","Automat","Vorderradantrieb","Diesel",5,5,NA,1896,4,130,"1662 kg","7.3 l/100km","197 g/km","D",TRUE,"0 Monate","CHF 10'500.- "
"VW Passat 1.9 TDI Exclusive(Kombi)","09-2004","Occasion","schwarz","112'500 km","Automat","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1662 kg","7.1 l/100km","192 g/km","D",TRUE,"0 Monate","CHF 16'500.- "
"VW Passat 1.9 TDI Exclusive(Kombi)","04-2005","Occasion","schwarz","114'400 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"6 Monate","CHF 15'800.- "
"VW Passat 1.9 TDI High(Kombi)","08-2005","Occasion","anthrazit","120'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,130,"1627 kg","5.9 l/100km","159 g/km","B",TRUE,"12 Monate","CHF 11'900.- "
